Treebank,Number of Sentences,Failures,Total,_,acl,acl:attr,acl:cleft,acl:crel,acl:dpct,acl:relcl,advcl,advcl:caus,advcl:ccomp,advcl:cmp,advcl:concess,advcl:cond,advcl:dpct,advcl:fin,advcl:lcl,advcl:manner,advcl:pred,advcl:relcl,advcl:tcl,advmod,advmod:emph,amod,amod:att,appos,appos:trans,case:loc,cc,ccomp,ccomp:cleft,ccomp:obj,ccomp:obl,ccomp:pmod,ccomp:rel,ccomp:relcl,ccomp:reported,clf,compound,compound:coord,compound:lvc,compound:name,compound:nn,compound:prt,compound:redup,conj:expl,csubj,csubj:cleft,csubj:cop,csubj:pass,csubj:relcl,csubj:reported,dep,discourse,discourse:filler,dislocated,dislocated:nsubj,dislocated:obj,dislocated:obl,fixed,flat,flat:foreign,flat:frac,flat:gov,flat:name,flat:range,flat:repeat,flat:sibl,flat:title,iobj,iobj:agent,list,nmod,nmod:appos,nmod:arg,nmod:att,nmod:attlvc,nmod:bahuv,nmod:cau,nmod:flat,nmod:gobj,nmod:gsubj,nmod:npmod,nmod:obj,nmod:poss,nmod:subj,nmod:tmod,nsubj,nsubj:caus,nsubj:cop,nsubj:lvc,nsubj:outer,nsubj:pass,nummod,nummod:entity,nummod:gov,obj,obj:agent,obl,obl:agent,obl:arg,obl:cau,obl:cmp,obl:cmpr,obl:dat,obl:depict,obl:goal,obl:grad,obl:lmod,obl:manner,obl:mcl,obl:pmod,obl:smod,obl:soc,obl:source,obl:tmod,orphan,parataxis,parataxis:discourse,parataxis:insert,parataxis:newsent,parataxis:obj,parataxis:rep,parataxis:restart,parataxis:trans,reparandum,root,vocative,xcomp,xcomp:ds,xcomp:pred,xcomp:result
ru_poetry-ud-dev,789,0,733,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,477.0,,,,,15.0,,,,,,29.0,,,,,,,,,,,,,,,,,1.0,,21.0,,,,,,,,,111.0,43.0,1.0,,,
ru_poetry-ud-train,3569,0,3345,,7.0,,,,,4.0,19.0,,,,,,,,,,,,,,,1.0,,117.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,2280.0,,,,,89.0,,,1.0,,,149.0,,,,,,,,,,,,,,,,,2.0,,69.0,,,,,,,,,456.0,125.0,1.0,,,
fo_farpahc-ud-test,301,0,179,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,11.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,3.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,16.0,,,
fo_farpahc-ud-train,1020,0,604,,,,,,,5.0,1.0,,,,,,,,,,,,,,,4.0,,20.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,2.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,27.0,102.0,,,
fo_farpahc-ud-dev,300,0,219,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,11.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,4.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,23.0,,,
is_modern-ud-dev,394,0,310,,1.0,,,,,1.0,15.0,,,,,,,,,,,,,,,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,163.0,,,,,,,,,13.0,,43.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,20.0,24.0,10.0,,,
is_modern-ud-train,2703,0,2484,,21.0,,,,,20.0,67.0,,,,,,,,,,,,,,,4.0,,53.0,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,1.0,,,,,,,,9.0,,,,,,,,,,,,,,,11.0,,,1488.0,,,,,,,,,96.0,,179.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,154.0,206.0,109.0,,,
is_modern-ud-test,438,0,399,,14.0,,,,,3.0,10.0,,,,,,,,,,,,,,,1.0,,13.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0,,,,,,,,,12.0,,16.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,17.0,20.0,21.0,,,
koi_uh-ud-train,34,0,21,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
koi_uh-ud-test,94,0,112,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,15.0,,,,,,,,,,,,,,,48.0,,8.0,,,,,,,13.0,,7.0,,,,,,,,,,10.0,,,,,,,3.0,,,,,,,,,,,3.0,1.0,,,,
cs_fictree-ud-dev,1309,0,751,,2.0,,,,,,15.0,,,,,,,,,,,,,,,,,16.0,,,,12.0,,,,,,,,,,,,,,,,,2.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,553.0,,,,,23.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,92.0,,6.0,,,
cs_fictree-ud-train,10160,0,5494,,6.0,,,,,2.0,165.0,,,,,,,,,,,,,,,,,135.0,,,,52.0,,,,,,,,,,,,,,,,,10.0,,,,,,56.0,,,,,,,,2.0,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,4024.0,,,,,146.0,,,,16.0,,13.0,,,,,,,,,,,,,,,,,,15.0,5.0,,,,,,,,,715.0,,50.0,,,
cs_fictree-ud-test,1291,0,691,,1.0,,,,,1.0,22.0,,,,,,,,,,,,,,,,,14.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,504.0,,,,,18.0,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,89.0,,4.0,,,
la_udante-ud-train,926,0,1412,,1.0,,,,,46.0,63.0,,,39.0,,,,,,,8.0,7.0,,,,,,24.0,,,,13.0,,,,,,1.0,11.0,,,,,,,,,20.0,17.0,,,5.0,2.0,2.0,,,,,,,,,6.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,844.0,,,,8.0,175.0,,,,5.0,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,,50.0,1.0,43.0,,,
la_udante-ud-test,419,0,399,,,,,,,10.0,10.0,,,31.0,,,,,,,3.0,3.0,,,,,,1.0,,,,4.0,,,,,,,1.0,,,,,,,,,10.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,211.0,,,,1.0,62.0,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,19.0,1.0,16.0,,,
la_udante-ud-dev,376,0,487,,,,,,,17.0,18.0,,,26.0,,,,,,,4.0,,,,,,,10.0,,,,1.0,,,,,,,3.0,,,,,,,,,17.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,271.0,,,,3.0,62.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,16.0,5.0,18.0,,,
hyw_armtdp-ud-test,680,0,1628,,4.0,,,,,4.0,5.0,,,,,,,,,,,,,,,1.0,,30.0,,,,6.0,,,,,,,,,4.0,,72.0,,,,6.0,,1.0,,,,,,19.0,,,9.0,,,,6.0,4.0,,,,9.0,,,,,,,,118.0,,,,,,,,,,7.0,,5.0,,,495.0,2.0,,,,32.0,,,,441.0,,193.0,,,,,,,,,,,,,,,,,,6.0,11.0,,,,,,,,,81.0,3.0,54.0,,,
hyw_armtdp-ud-dev,694,0,1628,,4.0,,,,,2.0,3.0,,,,,,,,,,,,,,,1.0,,31.0,,,,1.0,,,,,,,,,9.0,,45.0,,,,7.0,,1.0,,,,,,6.0,,,8.0,,,,2.0,10.0,,,,8.0,,,,,1.0,,,130.0,,,,,,,,,,23.0,,9.0,,,461.0,,,,,39.0,,,,472.0,,210.0,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,,76.0,10.0,51.0,,,
hyw_armtdp-ud-train,5282,0,11372,,24.0,,,,,44.0,31.0,,,,,,,,,,,4.0,,,,16.0,,245.0,,1.0,,47.0,,,,,,,,,65.0,,483.0,,,,54.0,,9.0,,,,,,91.0,2.0,,37.0,,,,25.0,30.0,,2.0,,142.0,3.0,,,,8.0,1.0,4.0,801.0,,,,,,,,,,116.0,,50.0,,,3311.0,5.0,,,,294.0,1.0,,,3084.0,,1177.0,,,,,,,,,,,,,,,,,,77.0,90.0,,,,,,,,,675.0,14.0,309.0,,,
ro_rrt-ud-test,729,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el_gdt-ud-test,456,0,483,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,10.0,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,303.0,,,,,96.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,37.0,,3.0,,,
el_gdt-ud-train,1662,0,1713,,1.0,,,,,11.0,6.0,,,,,,,,,,,,,,,,,42.0,,,,12.0,,,,,,,,,1.0,,,,,,,,4.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,1108.0,,,,,322.0,,,,4.0,,15.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,102.0,,28.0,,,
el_gdt-ud-dev,403,0,446,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,13.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,241.0,,,,,103.0,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,39.0,,8.0,,,
sme_giella-ud-train,2257,0,1207,,,,,,,6.0,27.0,,,,,,,,,,,,,,,,,14.0,,,,1.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,153.0,6.0,12.0,,,
sme_giella-ud-test,865,0,714,,1.0,,,,,3.0,20.0,,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,58.0,1.0,4.0,,,
gd_arcosg-ud-test,545,0,669,,1.0,,,,,2.0,9.0,,,,,,,,,,,,,,,,,17.0,,,,11.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,37.0,,,,,,,,,,,,,,,280.0,,,,,8.0,,,,180.0,,25.0,,,,,,,,,,,,,,6.0,,,12.0,,24.0,,,,,,,,1.0,39.0,,,,11.0,
gd_arcosg-ud-train,3541,0,4313,,4.0,,,,,3.0,40.0,,,,,,,,,,,,,,,,,106.0,,,,58.0,,,,,,,,,13.0,,,,,,,,,1.0,1.0,,,,2.0,2.0,,15.0,,,,,1.0,,,,1.0,,,,,,,,196.0,,,,,,,,,,,,,,,2044.0,,,,2.0,63.0,,,,999.0,,152.0,,,,,,,,,,,,,,42.0,,,102.0,,122.0,,,,,,,,5.0,288.0,,,,51.0,
gd_arcosg-ud-dev,655,0,701,,2.0,,,,,,7.0,,,,,,,,,,,,,,,,,23.0,,,,5.0,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,8.0,,,,,2.0,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,333.0,,,,,13.0,,,,155.0,,21.0,,,,,,,,,,,,,,,,,14.0,,15.0,,,,,,,,1.0,46.0,,,,10.0,
got_proiel-ud-dev,985,0,394,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,1.0,63.0,,,
got_proiel-ud-train,3387,0,1404,,,,,,,,5.0,,,22.0,,,,,,,,,,,,,,70.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,923.0,,,,1.0,59.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,64.0,2.0,241.0,,,
got_proiel-ud-test,1029,0,387,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,276.0,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,16.0,,57.0,,,
sl_sst-ud-train,4558,0,2132,,28.0,,,,,,17.0,,,,,,,,,,,,,,,3.0,,83.0,,,,37.0,,,,,,,,,,,,,,,,,13.0,,,,,,,19.0,1.0,15.0,,,,1.0,9.0,1.0,,,,,,,,1.0,,,94.0,,,,,,,,,,,,,,,1118.0,,,,,,,,,30.0,,61.0,,,,,,,,,,,,,,,,,,7.0,155.0,,,,,,9.0,,16.0,383.0,17.0,14.0,,,
sl_sst-ud-test,1041,0,409,,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,12.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,6.0,,,,2.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,211.0,,,,,,,,,4.0,,5.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,7.0,85.0,6.0,3.0,,,
sl_sst-ud-dev,505,0,471,,14.0,,,,,,4.0,,,,,,,,,,,,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,1.0,,,,,,,,,,,24.0,,,,,,,,,,,,,,,289.0,,,,,,,,,3.0,,12.0,,,,,,,,,,,,,,,,,,,22.0,,,,,,3.0,,1.0,60.0,8.0,5.0,,,
de_gsd-ud-train,13814,0,12514,,44.0,,,,,,15.0,,,,,,,,,,,,,,,9.0,,616.0,,,,33.0,,,,,,,,,302.0,,,,,,,,6.0,,,2.0,,,159.0,1.0,,,,,,,208.0,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,6086.0,,,,1.0,1670.0,,,,567.0,,561.0,1.0,,,,,,,,,,,,,,,,,1.0,37.0,,,,,,,,,1468.0,1.0,233.0,,,
de_gsd-ud-dev,799,0,664,,,,,,,,1.0,,,,,,,,,,,,,,,,,18.0,,,,5.0,,,,,,,,,30.0,,,,,,,,,,,,,,10.0,,,,,,,,4.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,403.0,,,,,54.0,,,,25.0,,11.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,76.0,2.0,3.0,,,
de_gsd-ud-test,977,0,866,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,31.0,,,,11.0,,,,,,,,,45.0,,,,,,,,,,,,,,6.0,,,,,,,,5.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,509.0,,,,,76.0,,,,22.0,,10.0,1.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,109.0,1.0,3.0,,,
ka_glc-ud-test,151,0,167,,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,111.0,,,,,6.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xnr_kdtb-ud-test,288,0,448,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,80.0,,,,,,,,,,,,,,,84.0,,,,,,,,,62.0,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,3.0,,,
aln_gps-ud-test,966,0,796,,5.0,,,,,,3.0,,,,,,,,,,,,,,,1.0,,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,30.0,,,,,,,,,,,,,,,468.0,,,,,,,,,134.0,,84.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,24.0,29.0,,2.0,,,
kk_ktb-ud-test,1047,0,1452,,3.0,,,,,3.0,17.0,,,,,,,,,,,,,,,5.0,,26.0,,,,10.0,,,,,,,,3.0,65.0,,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,9.0,,,,,,,,,,,,278.0,,,629.0,,,,,,3.0,,,173.0,,74.0,,,,,,,,,,,,,,,,,,1.0,12.0,,,,,,,,,114.0,4.0,8.0,,,
kk_ktb-ud-train,31,0,64,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,6.0,,,23.0,,,,,,,,,9.0,,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,6.0,,2.0,,,
cs_pdt-ud-test,10146,0,9279,53.0,6.0,,,,,9.0,120.0,,,,,,,,,,,,,,,,,198.0,,,,48.0,,,,,,,,,,,,,,,,,12.0,,,1.0,,,251.0,,,,,,,,8.0,,,,,,,,,4.0,,,300.0,,,,,,,,,,,,,,,6489.0,,,,,705.0,,,,25.0,,33.0,,,,,,,,,,,,,,,,,,32.0,7.0,,,,,,,,,848.0,,130.0,,,
cs_pdt-ud-dev,9270,0,8343,55.0,14.0,,,,,1.0,95.0,,,,,,,,,,,,,,,1.0,,245.0,,,,29.0,,,,,,,,,,,,,,,,,4.0,,,2.0,,,115.0,,,,,,,,14.0,,,,,,,,,2.0,,,329.0,,,,,,,,,,,,,,,5901.0,,,,,646.0,,,,12.0,,23.0,,,,,,,,,,,,,,,,,,37.0,5.0,,,,,,,,,714.0,,99.0,,,
cs_pdt-ud-train,68491,0,61717,317.0,62.0,,,,,22.0,655.0,,,,,,,,,,,,,,,,,1873.0,,,,197.0,,,,,,,,,,,,,,,,,20.0,,,8.0,,,1378.0,,,,,,,,77.0,,,,,,,,,9.0,,,2603.0,,,,,,,,,,,,,,,42839.0,,,,,4547.0,,,,129.0,,158.0,,2.0,,,,,,,,,,,,,,,,215.0,48.0,,,,,,,,,5844.0,,714.0,,,
ta_mwtt-ud-test,534,0,299,,2.0,,,,,,2.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,115.0,,,,,,1.0,,,83.0,,5.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,66.0,2.0,2.0,,,
ota_dudu-ud-test,85,0,136,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,8.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,19.0,,,,,,,,,,,,11.0,,,48.0,,,,,,,,,14.0,,13.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,1.0,,,,
ug_udt-ud-test,900,0,1415,,5.0,,,,,,12.0,,,,,,,,,,,,,,,121.0,,3.0,,,,12.0,,,,,,,,,170.0,,2.0,,,,58.0,,,,,,,,2.0,18.0,,,,,,9.0,2.0,,,,,,,,,,,,56.0,,,,,,,,,,,,130.0,,15.0,445.0,,,,,,4.0,,,100.0,,169.0,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,60.0,7.0,5.0,,,
ug_udt-ud-dev,900,0,1525,,7.0,,,,,,5.0,,,,,,,,,,,,,,,132.0,,5.0,,,,16.0,,,,,,,,,206.0,,7.0,,,,37.0,,5.0,,,,,,5.0,8.0,,,,,,1.0,6.0,,,,,,,,,,,,141.0,,,,,,,,,,,,93.0,,8.0,439.0,,,,,2.0,6.0,,,116.0,,199.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,60.0,7.0,6.0,,,
ug_udt-ud-train,1656,0,2892,,10.0,,,,,,5.0,,,,,,,,,,,,,,,286.0,,15.0,,,,37.0,,,,,,,,,410.0,,2.0,,,,25.0,,1.0,,,,,,1.0,14.0,,1.0,,,,,13.0,,,,,,,,,,,,370.0,,,,,,1.0,,,,,,15.0,,3.0,850.0,,,,,1.0,24.0,,,264.0,,390.0,,,,,,,,,,,,,,,,,4.0,,29.0,,,,,,,,,93.0,20.0,8.0,,,
ur_udtb-ud-train,4043,0,11579,,90.0,,,,,56.0,2.0,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,5267.0,,,,,,,,,,,,,,7.0,,,5.0,,,,,,,,,,,,,,22.0,,,1345.0,,,,,,,,,,,,,,,1541.0,,,,,,,,,1948.0,,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,3.0,114.0,,,
ur_udtb-ud-dev,552,0,1678,,20.0,,,,,11.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,756.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0,,,200.0,,,,,,,,,,,,,,,188.0,,,,,,,,,303.0,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,13.0,,,
ur_udtb-ud-test,535,0,1744,,11.0,,,,,10.0,,,,,,,,,,,,,,,,18.0,,,,,,1.0,,,,,,,,,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,220.0,,,,,,,,,,,,,,,161.0,,,,,,,,,371.0,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,17.0,,,
lv_lvtb-ud-test,2412,0,2073,,22.0,,,,,,11.0,,,,,,,,,,,,,,,,,27.0,,,,28.0,,,,,,,,,2.0,,,,,,,,3.0,,,,,,3.0,7.0,,1.0,,,,,,,,,,,,,,11.0,,,163.0,,,,,,,,,,,,,,,1309.0,,,,,193.0,,,,35.0,,43.0,,,,,,,,,,,,,,,,,,2.0,21.0,,,,,,,,,181.0,4.0,7.0,,,
lv_lvtb-ud-train,14358,0,13838,,113.0,,,,,,69.0,,,,,,,,,,,,,,,,,166.0,,,,179.0,,,,,,,,,,,,,,,,,16.0,,,8.0,,,21.0,43.0,,11.0,,,,2.0,3.0,,,,7.0,,,,,64.0,,,934.0,,,,,,,,,,,,,,,9086.0,,,,,1379.0,,,,263.0,,237.0,,,,,,,,,,,,,,,,,,7.0,107.0,,,,,,,,1.0,1063.0,12.0,47.0,,,
lv_lvtb-ud-dev,2080,0,1914,,7.0,,,,,,11.0,,,,,,,,,,,,,,,,,22.0,,,,33.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,7.0,,1.0,,,,,,,,,1.0,,,,,13.0,,,94.0,,,,,,,,,,,,,,,1325.0,,,,,188.0,,,,39.0,,32.0,,,,,,,,,,,,,,,,,,1.0,16.0,,,,,,,,,113.0,1.0,8.0,,,
ta_ttb-ud-train,400,0,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,543.0,,,,,,,,,,,,,,,224.0,,,,,1.0,,,,121.0,,101.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,
ta_ttb-ud-dev,80,0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,101.0,,,,,,,,,,,,,,,32.0,,,,,,,,,35.0,,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
ta_ttb-ud-test,120,0,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,129.0,,,,,,,,,,,,,,,76.0,,,,,,,,,72.0,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
sga_dipwbg-ud-test,34,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko_pud-ud-test,1000,0,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,,,,,118.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xum_ikuvina-ud-test,133,0,17,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ru_pud-ud-test,1000,0,894,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,32.0,,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,23.0,,,,,,,,,,,,,,,647.0,,,,,119.0,,,,4.0,,15.0,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,29.0,2.0,,,,
la_ittb-ud-dev,2101,0,1605,,6.0,,,,,56.0,78.0,,,34.0,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,6.0,30.0,,,3.0,6.0,,,,,,,,,,2.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,926.0,,,,12.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,161.0,,28.0,,,
la_ittb-ud-test,2101,0,1820,,7.0,,,,,65.0,109.0,,,24.0,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1207.0,,,,6.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,149.0,,14.0,,,
la_ittb-ud-train,22775,0,24290,,114.0,,,,,682.0,1326.0,,,460.0,,,,,,,2.0,72.0,,,,,,12.0,,,,112.0,,,,,,8.0,,,,,,,,,,132.0,268.0,4.0,,70.0,32.0,,,,,,2.0,,1.0,,39.0,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,13694.0,,,,70.0,4458.0,,,,,,31.0,,63.0,,,,,,,,,,,,,,,,79.0,17.0,,,,,1.0,,,,1556.0,,846.0,,,
