Treebank,Number of Sentences,Failures,Total,_,acl,acl:attr,acl:dpct,acl:ptcp,acl:relcl,advcl,advcl:abs,advcl:caus,advcl:ccomp,advcl:cmp,advcl:cond,advcl:fin,advcl:manner,advcl:pred,advcl:relcl,advcl:tcl,advmod,amod,amod:flat,appos,appos:trans,aux,aux:caus,aux:pass,case,case:loc,cc,ccomp,ccomp:relcl,clf,compound,compound:lvc,compound:name,compound:prt,compound:redup,compound:svc,conj,conj:expl,cop,csubj,csubj:pass,dep,det,det:numgov,det:nummod,det:poss,discourse,dislocated,dislocated:nsubj,dislocated:obl,expl,expl:impers,expl:pass,expl:poss,expl:pv,fixed,flat,flat:abs,flat:foreign,flat:name,flat:range,flat:repeat,flat:title,iobj,iobj:agent,list,mark,nmod,nmod:appos,nmod:arg,nmod:att,nmod:cau,nmod:comp,nmod:flat,nmod:npmod,nmod:obl,nmod:poss,nmod:tmod,nsubj,nsubj:nc,nsubj:outer,nsubj:pass,nummod,nummod:entity,nummod:gov,obj,obl,obl:agent,obl:arg,obl:benef,obl:cmp,obl:cmpr,obl:depict,obl:float,obl:goal,obl:instr,obl:lmod,obl:manner,obl:pmod,obl:smod,obl:soc,obl:source,obl:tmod,orphan,orphan:missing,parataxis,parataxis:discourse,parataxis:obj,reparandum,root,vocative,xcomp,xcomp:pred,xcomp:result
kk_ktb-ud-train,31,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ha_northernautogramm-ud-test,400,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_pdt-ud-test,10146,0,4671,64.0,,,,,3.0,7.0,,,,,,,,,,,,651.0,,18.0,,,,,954.0,,,2.0,,,2.0,,,,,,154.0,,,1.0,,19.0,125.0,,6.0,,14.0,,,,,,1.0,,181.0,53.0,62.0,,,,,,,,,,,280.0,,,,,,,,,,,15.0,,,,13.0,,,,697.0,,1304.0,,,,,,,,,,,,,,,7.0,,1.0,,,,33.0,,4.0,,
cs_pdt-ud-dev,9270,0,4510,57.0,,,,,3.0,5.0,,,,,,,,,,,,631.0,,13.0,,,,,961.0,,,4.0,,,1.0,,,,,,150.0,,,1.0,,33.0,120.0,,4.0,,13.0,,,,,,1.0,,189.0,38.0,38.0,,,,,,,,,,2.0,289.0,,,,,,,,,,,11.0,,,,12.0,,,,647.0,,1250.0,,,,,,,,,,,,,,,10.0,,,,,,24.0,,3.0,,
cs_pdt-ud-train,68491,0,32232,450.0,9.0,,,,18.0,37.0,,,,,,,,,,,,4413.0,,108.0,,,,,7025.0,,,20.0,,,9.0,,,,,,1028.0,,,2.0,,166.0,855.0,,18.0,,118.0,,,,,,12.0,,1397.0,262.0,400.0,,,,,,,,,,4.0,2208.0,,,,,,,,,,,104.0,,,1.0,106.0,,1.0,,4505.0,,8683.0,,,,,,,,,,,,,,,69.0,,3.0,,,,180.0,,21.0,,
gl_pud-ud-test,1000,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gn_oldtudet-ud-test,59,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta_mwtt-ud-test,534,0,147,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,1.0,,,,,,,,,,,4.0,47.0,,,,,,,47.0,,,,,1.0,,,,,,,,,,,17.0,,,,,,,3.0,,,,
ota_dudu-ud-test,85,0,49,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,
ug_udt-ud-test,900,0,247,,1.0,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,5.0,,,,1.0,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,12.0,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,3.0,,
ug_udt-ud-dev,900,0,263,,,,,,,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,10.0,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,8.0,,,,,,,4.0,,,,,,,4.0,199.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,
ug_udt-ud-train,1656,0,484,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,44.0,,,,15.0,,,,,,,,,,,,,,2.0,388.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,
lv_lvtb-ud-test,2412,0,1750,,7.0,,,,,1.0,,,,,,,,,,,,176.0,,7.0,,,,,,,,3.0,,,8.0,,,,,,121.0,,,3.0,,6.0,104.0,,,,24.0,,,,,,,,,,2.0,,,13.0,,,,485.0,,,,176.0,,,,,,,,,,,67.0,,,1.0,20.0,,,,479.0,,,,,,,,,,,,,,,,,8.0,,1.0,,,1.0,25.0,,12.0,,
lv_lvtb-ud-train,14358,0,11875,,34.0,,,,,4.0,,,,,,,,,,,,1384.0,,36.0,,,,,,,,19.0,,,30.0,,,,,,761.0,,,4.0,,37.0,700.0,,,,203.0,,,,,,,,,,1.0,,,58.0,,,,3208.0,,,,1292.0,,,,,,,,,,,579.0,,,5.0,182.0,,,,3157.0,,,,,,,,,,,,,,,,,32.0,,15.0,,,1.0,66.0,,67.0,,
lv_lvtb-ud-dev,2080,0,1576,,6.0,,,,,4.0,,,,,,,,,,,,154.0,,6.0,,,,,,,,2.0,,,12.0,,,,,,111.0,,,,,5.0,77.0,,,,28.0,,,,,,,,,,,,,11.0,,,,425.0,,,,172.0,,,,,,,,,,,67.0,,,2.0,24.0,,,,437.0,,,,,,,,,,,,,,,,,11.0,,1.0,,,,9.0,,12.0,,
ta_ttb-ud-train,400,0,122,,1.0,,,,,11.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,6.0,,,,,,,,45.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
ta_ttb-ud-dev,80,0,19,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
ta_ttb-ud-test,120,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,20.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
sga_dipwbg-ud-test,34,0,13,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
xum_ikuvina-ud-test,133,0,20,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
ru_pud-ud-test,1000,0,452,,9.0,,,,,,,,,,,,,,,,,62.0,,5.0,,,,,,,,,,,,,,,,,17.0,,,,,,18.0,,,,,,,,,,,,,24.0,,,,12.0,,,,114.0,,,,85.0,,,,,,,,,,,,,,,3.0,,,,89.0,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
la_ittb-ud-dev,2101,0,438,,7.0,,,,,9.0,,,,,,,,1.0,,,,25.0,,,,,,,,,,9.0,,,,,,,,,14.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,5.0,,270.0,,,,,,,,,,,,,,,3.0,,,,,,3.0,,,,
la_ittb-ud-test,2101,0,378,,11.0,,,,,8.0,,,,2.0,,,,,,,,29.0,,,,,,,,,,8.0,,,,,,,,,3.0,,,,,,26.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,14.0,,247.0,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,
la_ittb-ud-train,22775,0,6211,,164.0,,,,3.0,75.0,,,,48.0,,,,18.0,1.0,,,542.0,,2.0,,,,,,,,108.0,1.0,,,,,,,,231.0,15.0,,1.0,,,438.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,587.0,,,,,,,,,,,,,,1.0,8.0,,,,152.0,,3711.0,,,,,,,,,,,,,,,61.0,,1.0,,,,34.0,,,,
nl_alpino-ud-train,12289,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtd_sagt-ud-test,805,0,632,,1.0,,,,,7.0,,,,,,,,,,,,14.0,,4.0,,,,,4.0,,,4.0,,,4.0,,,,,,16.0,,,,,,135.0,,,,,2.0,,,,,,,14.0,3.0,,,,,,,,17.0,,,,36.0,,,,,,,,,,,,,,,,,,4.0,323.0,,,,,,,,,,,,,,,,,2.0,,10.0,1.0,,11.0,10.0,1.0,9.0,,
qtd_sagt-ud-dev,801,0,631,,1.0,,,,,6.0,,,,,,,,,,,,14.0,,1.0,1.0,,,,8.0,,,8.0,,,17.0,,,,,,24.0,,,,,,132.0,,,,,5.0,,,,,,,18.0,,4.0,,,,,,,15.0,,,1.0,53.0,,,,,,,,,,,,,,,,,,10.0,282.0,,,,,,,,,,,,,,,,,3.0,,5.0,,,12.0,7.0,,4.0,,
qtd_sagt-ud-train,578,0,474,,,,,,,5.0,,,,,,,,,,,,11.0,,,,,,,2.0,,,5.0,,,5.0,,,,1.0,,15.0,,,,,,102.0,,,,,,,,,,,,15.0,,1.0,,,,,,,29.0,,,,35.0,,,,,,,,,,,,,,,,,,10.0,222.0,,,,,,,,,,,,,,,,,,,3.0,,,6.0,2.0,,5.0,,
ga_cadhan-ud-test,193,0,83,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,9.0,
pl_pud-ud-test,1000,0,194,,12.0,,,,1.0,,,,,,,,,,,,,19.0,2.0,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,,2.0,,,,,,,,,9.0,,8.0,,,,,,,104.0,,,,6.0,,,,,,1.0,,,,,,,,,1.0,,,,13.0,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
orv_torot-ud-test,2955,0,1644,,15.0,,,,,91.0,,,,3.0,,,,,,,4.0,107.0,,58.0,,,,,,,,,,,,,,,,,114.0,,11.0,,,,116.0,,,,,8.0,,,,,,,5.0,4.0,,,,7.0,,,,,,,,87.0,,,,,,,,,,,192.0,,,4.0,7.0,,,3.0,325.0,1.0,406.0,,,,,,,,,,,,,,,38.0,,,,,,30.0,1.0,7.0,,
orv_torot-ud-dev,3061,0,1953,,12.0,,,,,93.0,,,,3.0,,,,,,,3.0,142.0,,69.0,,,,,,,,5.0,,,,,,,,,153.0,,16.0,,,,138.0,,,,,2.0,,,,,,,3.0,3.0,,,,17.0,,,,,,,,120.0,,,,,,,,,,,183.0,,,3.0,4.0,,,2.0,445.0,,445.0,,,,,,,,,,,,,,,50.0,,1.0,,,,38.0,,3.0,,
orv_torot-ud-train,20480,0,11340,,108.0,,,,,502.0,,,,18.0,,,,,,,47.0,726.0,,397.0,,,,,,,,18.0,,,,,,,,,754.0,,127.0,3.0,,,868.0,,,,,23.0,,,,,,,35.0,30.0,,,,128.0,,,,,,,,640.0,,,,,,,,,,,1053.0,,,41.0,27.0,,,27.0,2481.0,2.0,2809.0,,,,,,,,,,,,,,,280.0,,5.0,,,,152.0,1.0,38.0,,
cs_cac-ud-dev,603,0,375,,,,,,,,,,,,,,,,,,,67.0,,7.0,,,,,85.0,,,,,,,,,,,,34.0,,,,,,10.0,,,,,,,,,,,,13.0,3.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,1.0,,,,42.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
cs_cac-ud-train,23478,0,13373,,1.0,,,,10.0,15.0,,,,,,,,,,,,1905.0,,53.0,,,,,3131.0,,,5.0,,,1.0,,,,,,792.0,,,,,55.0,374.0,,8.0,,20.0,,,,,,,,491.0,167.0,48.0,,,,,,,,,,1.0,1083.0,,,,,,,,,,,53.0,,,,24.0,,,,1835.0,,3207.0,,,,,,,,,,,,,,,23.0,,2.0,,,,49.0,,20.0,,
cs_cac-ud-test,628,0,323,,,,,,,,,,,,,,,,,,,40.0,,1.0,,,,,85.0,,,,,,,,,,,,19.0,,,,,,11.0,,,,,,,,,,,,16.0,2.0,1.0,,,,,,,,,,,22.0,,,,,,,,,,,3.0,,,,2.0,,,,44.0,,75.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
yrl_complin-ud-test,1470,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu_bdt-ud-train,5396,0,745,,,,,,,16.0,,,,,,,,,,,4.0,59.0,,6.0,,4.0,,,,,,,,,,,,,,,29.0,,2.0,,,1.0,39.0,,,,,,,,,,,,,,25.0,,,,,,,479.0,,,,22.0,,,,,,,,,,,2.0,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu_bdt-ud-test,1799,0,239,,,,,,,5.0,,,,,,,,,,,2.0,26.0,,2.0,,,,,,,,,,,,,,,,,15.0,,,,,,5.0,,,,,,,,,,,,,,8.0,,,,,,,150.0,,,,10.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
eu_bdt-ud-dev,1798,0,232,,,,,,,6.0,,,,,,,,,,,2.0,14.0,,1.0,,2.0,,,,,,,,,,,,,,,6.0,,,,,,12.0,,,,,,,,,,,,,,4.0,,,,,,,158.0,,,,10.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
eme_tudet-ud-test,913,0,40,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
pl_lfg-ud-test,1727,0,207,,2.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,,,,,,,,,,,,10.0,,,,,,,154.0,,,,1.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_lfg-ud-train,13774,0,1279,,11.0,,,,,,,,,,,,,,,,,48.0,,2.0,,,,,,,,,,,,,,,,,11.0,,,,,,36.0,,,,,,,,,,,,,,26.0,,,,,,,1025.0,,,,9.0,,,,,,,,,,,,,,,5.0,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_lfg-ud-dev,1745,0,168,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,145.0,,,,2.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tr_tourism-ud-train,15473,0,1319,,4.0,,,,,71.0,,,,,,,,,,,,21.0,,,,,,,9.0,,,10.0,,,68.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,405.0,,,,,,,,,,,13.0,,,,,,,226.0,434.0,,,,,,,,,,,,,,,,,,,3.0,,,,33.0,,3.0,,
tr_tourism-ud-dev,2166,0,172,,2.0,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,2.0,,,,,,,33.0,61.0,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,1.0,,
tr_tourism-ud-test,2191,0,196,,1.0,,,,,42.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,11.0,,,,,,,,,,,2.0,,,,,,,48.0,79.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
cs_poetry-ud-test,297,0,233,,,,,,,2.0,,,,,,,,,,,,16.0,,2.0,,,,,51.0,,,,,,,,,,,,4.0,,,,,,7.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,56.0,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
ru_gsd-ud-test,601,0,248,,2.0,,,,,,,,,,,,,,,,,45.0,,7.0,,,,,,,,,,,,,,,,,14.0,,,,,1.0,6.0,,,,,,,,,,,,,4.0,,,1.0,6.0,,,,47.0,,,,27.0,,,,,,,,,,,,,,,,,,3.0,77.0,,,,,,,,,,,,,,,,,2.0,,5.0,,,,1.0,,,,
ru_gsd-ud-dev,579,0,206,,3.0,,,,,,,,,,,,,,,,,34.0,,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,8.0,,,,,,,,,,,,,,,,,1.0,,,,43.0,,,,41.0,,,,,,,,,,,2.0,,,,1.0,,,1.0,64.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ru_gsd-ud-train,3850,0,1711,,36.0,,,,,,,,,,,,,,,,,293.0,,43.0,,,,,,,,,,,1.0,,,,,,112.0,,,,,,34.0,,,,,,,,,,,,,4.0,,,2.0,22.0,,,,340.0,,,,304.0,,,,,,,,,,,5.0,,,,29.0,1.0,1.0,15.0,448.0,,,,,,,,,,,,,,,,,5.0,,8.0,,,,8.0,,,,
aqz_tudet-ud-test,343,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
tr_imst-ud-train,3435,0,1712,,31.0,,,,,22.0,,,,,,,,,,,7.0,61.0,,1.0,,,,,18.0,,,7.0,,,79.0,5.0,,,26.0,,97.0,,,2.0,,,,,,,,,,,,,,,,,25.0,,,,,,,202.0,,,,193.0,,,,,,,,,4.0,,10.0,,,,2.0,,,146.0,703.0,,,,,,,,,,,,,,,,,,,2.0,,,,67.0,,2.0,,
tr_imst-ud-dev,1100,0,526,,6.0,,,,,6.0,,,,,,,,,,,,23.0,,,,,,,2.0,,,2.0,,,29.0,6.0,,,5.0,,23.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,47.0,,,,65.0,,,,,,,,,4.0,,1.0,,,,1.0,,,43.0,236.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,1.0,,
tr_imst-ud-test,1100,0,511,,6.0,,,,,5.0,,,,,,,,,,,2.0,27.0,,,,,,,9.0,,,5.0,,,19.0,1.0,,,2.0,,19.0,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,62.0,,,,47.0,,,,,,,,,5.0,,1.0,,,,,,,32.0,236.0,,,,,,,,,,,,,,,,,,,1.0,,,,25.0,,,,
lv_cairo-ud-test,20,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
bg_btb-ud-train,8907,0,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,280.0,,,,,,,,,,,,,368.0,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
bg_btb-ud-test,1116,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bg_btb-ud-dev,1115,0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gu_gujtb-ud-test,187,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bxr_bdt-ud-train,19,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
bxr_bdt-ud-test,908,0,504,,1.0,,,,,23.0,,,,,,,,,,,,1.0,,,,3.0,,,,,,2.0,,,5.0,,,,,,13.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,4.0,9.0,,,,,,,18.0,,,,328.0,,,,,,,,,,,7.0,,,,,,,41.0,4.0,,,,,,,,,,,,,,,,,,,6.0,,,,34.0,,,,
bej_nsc-ud-test,380,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
es_coser-ud-test,539,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2.0,,60.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,
tr_boun-ud-dev,979,0,562,,5.0,,,,,8.0,,,,,,,,,,,1.0,8.0,,1.0,,,,,,,,30.0,,,9.0,5.0,,,7.0,,26.0,,,1.0,,1.0,,,,,,,,,,,,,,,10.0,,,,,,,17.0,,,,20.0,,,,,,,,,4.0,,2.0,,,,,,,40.0,346.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,1.0,,
tr_boun-ud-test,979,0,546,,10.0,,,,,14.0,,,,,,,,,,,,13.0,,,,,,,,,,30.0,,,12.0,6.0,,,6.0,,27.0,,,3.0,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,23.0,,,,14.0,,,,,,,,,8.0,,,,,,,,,41.0,306.0,,,,,,,,,,,,,,,,,1.0,,,,,,22.0,,,,
tr_boun-ud-train,7803,0,4451,,57.0,,,,,91.0,,,,,,,,,,,,55.0,,4.0,,3.0,,,7.0,,,217.0,,,87.0,21.0,,,41.0,,215.0,,6.0,14.0,,,,,,,2.0,,,,,,,,,,66.0,,,,,,,169.0,,,,113.0,,,,,,,,,29.0,,13.0,,,,2.0,,,433.0,2615.0,,,,,,,,,,,,,,,,12.0,4.0,,5.0,,,,149.0,1.0,20.0,,
tr_penn-ud-dev,622,0,198,,1.0,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,1.0,,,3.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,17.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
tr_penn-ud-test,924,0,301,,1.0,,,,,4.0,,,,,,,,,,,,9.0,,,,,,,,,,9.0,,,44.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,43.0,,,,,,,,,,,4.0,,,,2.0,,,25.0,148.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
tr_penn-ud-train,14850,0,5408,,20.0,,,,,75.0,,,,,,,,,,,,129.0,,5.0,,,,,40.0,,,277.0,,2.0,715.0,,,,,,105.0,,,4.0,,,,,,,8.0,,,,,,,,,5.0,54.0,,,,,,,22.0,,2.0,,569.0,,,,,,,,,,,40.0,,,,27.0,,,825.0,2398.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,71.0,,
